,index,bare,built,crops,flooded_vegetation,grass,shrub_and_scrub,snow_and_ice,trees,water,id
4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
0,1,0.24850687477737665,0.45624731318093836,0.1009450489655137,0.0873122422490269,0.2691997236106545,0.14687270298600197,0.49010254442691803,0.7864054499659687,0.09883279190398753,10
1,2,0.18633997533470392,0.09075413667596877,0.1151103584561497,0.0813924262765795,0.14652204606682062,0.14303852710872889,0.4997637355700135,0.7838636005762964,0.07404384412802756,10
3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0,1,0.24850687477737665,0.45624731318093836,0.1009450489655137,0.0873122422490269,0.2691997236106545,0.14687270298600197,0.49010254442691803,0.7864054499659687,0.09883279190398753,11
1,2,0.18633997533470392,0.09075413667596877,0.1151103584561497,0.0813924262765795,0.14652204606682062,0.14303852710872889,0.4997637355700135,0.7838636005762964,0.07404384412802756,11
3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0,1,0.24850687477737665,0.45624731318093836,0.1111382395029068,0.08889744058251381,0.17819745116867125,0.14687270298600197,0.49010254442691803,0.7864054499659687,0.09883279190398753,12
1,2,0.18633997533470392,0.09075413667596877,0.1151103584561497,0.0813924262765795,0.14652204606682062,0.14303852710872889,0.4997637355700135,0.7838636005762964,0.07404384412802756,12
3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
0,1,0.04018209152854979,0.0671456390991807,0.0820292392745614,0.03921531233936548,0.6198534762952477,0.20769370929338038,0.03948167059570551,0.773442093282938,0.03985852375626564,13
2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
0,1,0.04018209152854979,0.0671456390991807,0.0820292392745614,0.03921531233936548,0.6198534762952477,0.20769370929338038,0.03948167059570551,0.773442093282938,0.03985852375626564,14
2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
0,1,0.24850687477737665,0.4555055315140635,0.08559838775545359,0.09552226983942091,0.30986577295698225,0.15977546945214272,0.550457306439057,0.7864054499659687,0.09357982873916626,15
2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
0,1,0.24850687477737665,0.45624731318093836,0.08559838775545359,0.09552226983942091,0.6198534762952477,0.20769370929338038,0.550457306439057,0.7864054499659687,0.09357982873916626,16
2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
0,1,0.04195071035064757,0.11496544838882983,0.08891563955694437,0.03571347915567458,0.08541099005378783,0.04348334763199091,0.05152434483170509,0.7706265805754811,0.05520377401262522,17
3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
1,4,0.20204432401806116,0.21690327767282724,0.10475202486850321,0.07422664784826338,0.16093642474152148,0.10313843586482108,0.41398589708842337,0.7743548834696412,0.06099097081460059,17
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
0,1,0.04195071035064757,0.11496544838882983,0.08891563955694437,0.03571347915567458,0.08541099005378783,0.04348334763199091,0.05152434483170509,0.7706265805754811,0.05520377401262522,18
3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
1,4,0.20204432401806116,0.21690327767282724,0.10475202486850321,0.07422664784826338,0.16093642474152148,0.10313843586482108,0.41398589708842337,0.7743548834696412,0.06099097081460059,18
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
